Series Code,Series Name,Short definition,Topic
DT.NTR.BLTC.PRVG.CD,"PRVG, bilateral concessional (NTR, current US$)","Private sector guaranteed by Public Sector bilateral debt includes loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Net transfers
DT.TDS.BLTC.PRVG.CD,"PRVG, bilateral concessional (TDS, current US$)","Private sector guaranteed by Public Sector  bilateral debt includes loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Debt service
DT.AMT.PBND.PRVG.CD,"PRVG, bonds (AMT, current US$)","Private sector guaranteed by Public Sector debt from bonds that are either publicly issued or privately placed. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Amortization
DT.DIS.PBND.PRVG.CD,"PRVG, bonds (DIS, current US$)",Private sector guaranteed by Public Sector debt from bonds that are either publicly issued or privately placed. Disbursements are drawings by the borrower on loan commitments during the year specified. Data are in current U.S. dollars.,Economic Policy & Debt: External debt: Disbursements
DT.DOD.PBND.PRVG.CD,"PRVG, bonds (DOD, current US$)",Private sector guaranteed by public sector debt from bonds that are either publicly issued or privately placed. Data are in current U.S. dollars.,Economic Policy & Debt: External debt: Debt outstanding
DT.INT.PBND.PRVG.CD,"PRVG, bonds (INT, current US$)","Private sector guaranteed by Public Sector debt from bonds that are either publicly issued or privately placed. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Interest
DT.NFL.PBND.PRVG.CD,"PRVG, bonds (NFL, current US$)",Private sector guaranteed by Public Sectordebt from bonds that are either publicly issued or privately placed. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.,Economic Policy & Debt: External debt: Net flows
DT.NTR.PBND.PRVG.CD,"PRVG, bonds (NTR, current US$)",Private sector guaranteed by Public Sector debt from bonds that are either publicly issued or privately placed. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.,Economic Policy & Debt: External debt: Net transfers
DT.TDS.PBND.PRVG.CD,"PRVG, bonds (TDS, current US$)",Private sector guaranteed by Public Sector debt from bonds that are either publicly issued or privately placed. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Data are in current U.S. dollars.,Economic Policy & Debt: External debt: Debt service
DT.AMT.PCBK.PRVG.CD,"PRVG, commercial banks (AMT, current US$)","Private sector guaranteed by Public Sector commercial bank loans from private banks and other private financial institutions. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Amortization
DT.DIS.PCBK.PRVG.CD,"PRVG, commercial banks (DIS, current US$)",Private sector guaranteed by Public Sector commercial bank loans from private banks and other private financial institutions. Disbursements are drawings by the borrower on loan commitments during the year specified. Data are in current U.S. dollars.,Economic Policy & Debt: External debt: Disbursements
DT.DOD.PCBK.PRVG.CD,"PRVG, commercial banks (DOD, current US$)",Private sector guaranteed by public sector commercial bank loans from private banks and other private financial institutions. Data are in current U.S. dollars.,Economic Policy & Debt: External debt: Debt outstanding
DT.INT.PCBK.PRVG.CD,"PRVG, commercial banks (INT, current US$)","Private sector guaranteed by Public Sector commercial bank loans from private banks and other private financial institutions. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Interest
DT.NFL.PCBK.PRVG.CD,"PRVG, commercial banks (NFL, current US$)",Private sector guaranteed by Public Sector commercial bank loans from private banks and other private financial institutions. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.,Economic Policy & Debt: External debt: Net flows
DT.NTR.PCBK.PRVG.CD,"PRVG, commercial banks (NTR, current US$)",Private sector guaranteed by Public Sector commercial bank loans from private banks and other private financial institutions. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.,Economic Policy & Debt: External debt: Net transfers
DT.TDS.PCBK.PRVG.CD,"PRVG, commercial banks (TDS, current US$)",Private sector guaranteed by Public Sector commercial bank loans from private banks and other private financial institutions. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Data are in current U.S. dollars.,Economic Policy & Debt: External debt: Debt service
DT.AMT.MLAT.PRVG.CD,"PRVG, multilateral (AMT, current US$)","Private sector guaranteed by Public Sector  include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Amortization
DT.DIS.MLAT.PRVG.CD,"PRVG, multilateral (DIS, current US$)","Private sector guaranteed by Public Sector  multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Disbursements are drawings by the borrower on loan commitments during the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Disbursements
DT.DOD.MLAT.PRVG.CD,"PRVG, multilateral (DOD, current US$)","Private sector guaranteed by public sector multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Debt outstanding
DT.INT.MLAT.PRVG.CD,"PRVG, multilateral (INT, current US$)","Private sector guaranteed by Public Sector multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Interest
DT.NFL.MLAT.PRVG.CD,"PRVG, multilateral (NFL, current US$)","Private sector guaranteed by Public Sector multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments.  Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Net flows
DT.NTR.MLAT.PRVG.CD,"PRVG, multilateral (NTR, current US$)","Private sector guaranteed by Public Sector multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Net transfers
DT.TDS.MLAT.PRVG.CD,"PRVG, multilateral (TDS, current US$)","Private sector guaranteed by Public Sector multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments.  Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Debt service
DT.AMT.MLTC.PRVG.CD,"PRVG, multilateral concessional (AMT, current US$)","Private sector guaranteed by Public Sector multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Amortization
DT.DIS.MLTC.PRVG.CD,"PRVG, multilateral concessional (DIS, current US$)","Private sector guaranteed by Public Sector multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Disbursements are drawings by the borrower on loan commitments during the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Disbursements
DT.DOD.MLTC.PRVG.CD,"PRVG, multilateral concessional (DOD, current US$)","Private sector guaranteed by public sector multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Debt outstanding
DT.INT.MLTC.PRVG.CD,"PRVG, multilateral concessional (INT, current US$)","Private sector guaranteed by Public Sector multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Interest
DT.NFL.MLTC.PRVG.CD,"PRVG, multilateral concessional (NFL, current US$)","Private sector guaranteed by Public Sector multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Net flows
DT.NTR.MLTC.PRVG.CD,"PRVG, multilateral concessional (NTR, current US$)","Private sector guaranteed by Public Sector multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Net transfers
DT.TDS.MLTC.PRVG.CD,"PRVG, multilateral concessional (TDS, current US$)","Private sector guaranteed by Public Sector multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Debt service
DT.AMT.OFFT.PRVG.CD,"PRVG, official creditors (AMT, current US$)","Private sector guaranteed by Public Sector debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Amortization
DT.DIS.OFFT.PRVG.CD,"PRVG, official creditors (DIS, current US$)","Private sector guaranteed by Public Sector  debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Disbursements are drawings by the borrower on loan commitments during the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Disbursements
DT.DOD.OFFT.PRVG.CD,"PRVG, official creditors (DOD, current US$)","Private sector guaranteed by public sector debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Debt outstanding
DT.INT.OFFT.PRVG.CD,"PRVG, official creditors (INT, current US$)","Private sector guaranteed by Public Sector debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Interest
DT.NFL.OFFT.PRVG.CD,"PRVG, official creditors (NFL, current US$)","Private sector guaranteed by Public Sector debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Net flows
DT.NTR.OFFT.PRVG.CD,"PRVG, official creditors (NTR, current US$)","Private sector guaranteed by Public Sector debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Net transfers
DT.TDS.OFFT.PRVG.CD,"PRVG, official creditors (TDS, current US$)","Private sector guaranteed by Public Sector debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Debt service
DT.AMT.PROP.PRVG.CD,"PRVG, other private creditors (AMT, current US$)","Private sector guaranteed by Public Sector other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Amortization
DT.DIS.PROP.PRVG.CD,"PRVG, other private creditors (DIS, current US$)","Private sector guaranteed by Public Sector other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Disbursements are drawings by the borrower on loan commitments during the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Disbursements
DT.DOD.PROP.PRVG.CD,"PRVG, other private creditors (DOD, current US$)","Private sector guaranteed by public sector other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Debt outstanding
DT.INT.PROP.PRVG.CD,"PRVG, other private creditors (INT, current US$)","Private sector guaranteed by Public Sector debt from private creditors include bonds that are either publicly issued or privately placed; commercial bank loans from private banks and other private financial institutions; and other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Interest
DT.NFL.PROP.PRVG.CD,"PRVG, other private creditors (NFL, current US$)","Private sector guaranteed by Public Sector other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Net flows
DT.NTR.PROP.PRVG.CD,"PRVG, other private creditors (NTR, current US$)","Private sector guaranteed by Public Sectorother private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Net transfers
DT.TDS.PROP.PRVG.CD,"PRVG, other private creditors (TDS, current US$)","Private sector guaranteed by Public Sector other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Debt service
DT.AMT.PRVT.PRVG.CD,"PRVG, private creditors (AMT, current US$)","Private sector guaranteed by Public Sector debt from private creditors include bonds that are either publicly issued or privately placed; commercial bank loans from private banks and other private financial institutions; and other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Amortization
DT.DIS.PRVT.PRVG.CD,"PRVG, private creditors (DIS, current US$)","Private sector guaranteed by Public Sector other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Disbursements are drawings by the borrower on loan commitments during the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Disbursements
DT.DOD.PRVT.PRVG.CD,"PRVG, private creditors (DOD, current US$)","Private sector guaranteed by public sector debt from private creditors include bonds that are either publicly issued or privately placed; commercial bank loans from private banks and other private financial institutions; and other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Debt outstanding
DT.INT.PRVT.PRVG.CD,"PRVG, private creditors (INT, current US$)","Private sector guaranteed by Public Sector debt from private creditors include bonds that are either publicly issued or privately placed; commercial bank loans from private banks and other private financial institutions; and other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Interest
DT.NFL.PRVT.PRVG.CD,"PRVG, private creditors (NFL, current US$)","Private sector guaranteed by Public Sector debt from private creditors include bonds that are either publicly issued or privately placed; commercial bank loans from private banks and other private financial institutions; and other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Net flows
DT.NTR.PRVT.PRVG.CD,"PRVG, private creditors (NTR, current US$)","Private sector guaranteed by Public Sector debt from private creditors include bonds that are either publicly issued or privately placed; commercial bank loans from private banks and other private financial institutions; and other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Net transfers
DT.TDS.PRVT.PRVG.CD,"PRVG, private creditors (TDS, current US$)","Private sector guaranteed by Public Sector guaranteed debt from private creditors include bonds that are either publicly issued or privately placed; commercial bank loans from private banks and other private financial institutions; and other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Debt service
DT.AMT.BLAT.PS.CD,"PS, bilateral (AMT, current US$)","Public sector bilateral debt includes loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Amortization
DT.DIS.BLAT.PS.CD,"PS, bilateral (DIS, current US$)","Public sector bilateral debt includes loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Disbursements are drawings by the borrower on loan commitments during the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Disbursements
DT.DOD.BLAT.PS.CD,"PS, bilateral (DOD, current US$)","Public sector bilateral debt includes loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Debt outstanding
DT.INT.BLAT.PS.CD,"PS, bilateral (INT, current US$)","Public sector bilateral debt includes loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Interest
DT.NFL.BLAT.PS.CD,"PS, bilateral (NFL, current US$)","Public sector bilateral debt includes loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies.  Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Net flows
DT.NTR.BLAT.PS.CD,"PS, bilateral (NTR, current US$)","Public sector bilateral debt includes loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Net transfers
DT.TDS.BLAT.PS.CD,"PS, bilateral (TDS, current US$)","Public sector  debt includes loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Debt service
DT.AMT.BLTC.PS.CD,"PS, bilateral concessional (AMT, current US$)","Public sector bilateral debt includes loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Amortization
DT.DIS.BLTC.PS.CD,"PS, bilateral concessional (DIS, current US$)","Public sector bilateral debt includes loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Disbursements are drawings by the borrower on loan commitments during the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Disbursements
DT.DOD.BLTC.PS.CD,"PS, bilateral concessional (DOD, current US$)","Public sector bilateral debt includes loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Debt outstanding
DT.INT.BLTC.PS.CD,"PS, bilateral concessional (INT, current US$)","Public sector bilateral debt includes loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Interest
DT.NFL.BLTC.PS.CD,"PS, bilateral concessional (NFL, current US$)","Public sector bilateral debt includes loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Net flows
DT.NTR.BLTC.PS.CD,"PS, bilateral concessional (NTR, current US$)","Public sector  bilateral debt includes loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Net transfers
